,Log_21052021_194804.csv,,,,,,,
60,21/05/2021 20:38:04,2.339167,482.4,0.548,23.69167,62.72501,29.94167,66.86666
61,21/05/2021 20:39:04,2.334167,481.1584,0.557,23.70833,62.59999,29.95833,67.20834
62,21/05/2021 20:40:04,2.325833,480.4417,0.565,23.75,62.45,29.90833,67.34167
63,21/05/2021 20:41:04,2.343636,484.1364,0.572,23.75455,62.28181,29.89091,67.6
64,21/05/2021 20:42:04,2.355,487.5833,0.581,23.75,62.38334,29.89166,67.98333
65,21/05/2021 20:43:04,2.315833,481.5667,0.589,23.8,62.55833,29.875,68.17501
66,21/05/2021 20:44:04,2.311666,482.4333,0.597,23.76667,62.625,29.84167,68.73333
67,21/05/2021 20:45:04,2.288333,477.3,0.605,23.7,62.50834,29.79167,69.46667
68,21/05/2021 20:46:04,2.286667,475.9583,0.614,23.7,62.94167,29.66667,69.95
69,21/05/2021 20:47:04,2.277273,472.5636,0.621,23.69091,63.17273,29.59091,70.31818
70,21/05/2021 20:48:04,2.254167,469.2083,0.629,23.65,63.48333,29.43333,70.60001
71,21/05/2021 20:49:04,2.235833,465.8667,0.637,23.66667,63.55833,29.325,71.43333
72,21/05/2021 20:50:04,2.2275,464.475,0.645,23.60834,63.72499,29.2,71.86666
73,21/05/2021 20:51:04,2.223333,460.8083,0.653,23.56667,64.15,29.06667,72.48333
74,21/05/2021 20:52:04,2.2325,460.0667,0.661,23.55,64.48334,28.94166,73.05
75,21/05/2021 20:53:04,2.224545,458.9091,0.668,23.52727,64.62727,28.82727,73.42727
76,21/05/2021 20:54:04,2.223333,458.4333,0.676,23.5,64.89167,28.70833,73.87499
77,21/05/2021 20:55:04,2.210834,456.5583,0.684,23.46667,64.83334,28.64167,74.19166
78,21/05/2021 20:56:04,2.2,454.4,0.692,23.41666,64.74167,28.61667,74.225
79,21/05/2021 20:57:04,2.1975,454.675,0.7,23.39166,64.8,28.48333,74.425
80,21/05/2021 20:58:04,2.196667,456.2417,0.707,23.38333,64.84166,28.43333,74.53333
81,21/05/2021 20:59:04,2.207273,456.9637,0.715,23.35455,64.76364,28.39091,74.87273
82,21/05/2021 21:00:04,2.2125,455.8833,0.722,23.275,64.61666,28.4,74.85833
83,21/05/2021 21:01:04,2.21,456.875,0.73,23.23333,64.725,28.37499,75.2
84,21/05/2021 21:02:04,2.2125,457.175,0.738,23.20833,64.75834,28.35833,75.30833
85,21/05/2021 21:03:04,2.239166,462.2667,0.746,23.125,64.63334,28.34167,75.64167
86,21/05/2021 21:04:04,2.225,461.6167,0.754,23.09167,64.75834,28.39166,75.84167
87,21/05/2021 21:05:04,0.3372727,38.69091,0.755,23.2,65.2909,28.45455,75.65454
88,21/05/2021 21:06:04,0.25,2.65,0.755,23.65,67.91666,28.43333,75.76667
89,21/05/2021 21:07:04,0.2525,2.633333,0.755,24.05833,71.12499,28.38333,76.15
