,Log_21052021_214317.csv,,,,,,,
51,21/05/2021 22:34:17,2.846667,614.975,0.423,23.28333,63.7,28.18333,68.475
52,21/05/2021 22:35:17,2.842727,613.2182,0.433,23.3,63.76364,28.18182,68.41819
53,21/05/2021 22:36:17,2.8275,609.4833,0.443,23.28333,63.80833,28.20834,68.125
54,21/05/2021 22:37:17,2.810833,606.3334,0.454,23.25833,63.29167,28.2,67.94167
55,21/05/2021 22:38:17,2.809166,607.25,0.464,23.225,63.33333,28.23333,67.975
56,21/05/2021 22:39:17,2.82,610.225,0.474,23.20833,63.21666,28.25833,67.95
57,21/05/2021 22:40:17,2.8325,612.35,0.485,23.2,63.28334,28.275,68.025
58,21/05/2021 22:41:18,2.823636,610.2273,0.494,23.2,63.29091,28.28182,68.12727
59,21/05/2021 22:42:18,2.8175,608.575,0.504,23.18333,63.56667,28.275,68.03333
60,21/05/2021 22:43:18,2.8075,606.5917,0.515,23.15833,63.90834,28.29166,67.975
61,21/05/2021 22:44:18,2.819166,609.8917,0.525,23.10834,64.10834,28.275,67.81666
62,21/05/2021 22:45:18,2.819166,611.25,0.535,23.1,64,28.30833,68.00001
63,21/05/2021 22:46:18,2.813333,609.7167,0.546,23.09167,63.975,28.33333,67.65834
64,21/05/2021 22:47:18,2.860909,619.1182,0.555,23.05455,63.97273,28.32727,67.89091
65,21/05/2021 22:48:18,2.825833,611.9167,0.566,23.05,63.875,28.34167,67.75
66,21/05/2021 22:49:18,2.8125,609.1833,0.576,23.025,63.80833,28.38333,67.8
67,21/05/2021 22:50:18,2.814166,609.8083,0.586,23,63.9,28.38333,67.63332
68,21/05/2021 22:51:18,2.815833,609.9916,0.597,22.98333,63.91667,28.36666,67.65
69,21/05/2021 22:52:18,2.807272,608.509,0.606,22.95454,64.03636,28.36363,67.56364
70,21/05/2021 22:53:18,2.804167,607.9833,0.616,22.98333,64.08334,28.4,67.725
71,21/05/2021 22:54:18,2.809167,608.9583,0.627,22.95,63.99166,28.40833,67.64167
72,21/05/2021 22:55:18,2.825,612.6083,0.637,22.95,63.93333,28.41666,67.58334
73,21/05/2021 22:56:18,2.815833,610.7917,0.647,22.94167,63.875,28.425,67.64999
74,21/05/2021 22:57:18,2.805,607.6083,0.658,22.94167,63.83333,28.45833,67.64166
75,21/05/2021 22:58:18,2.815454,609.7182,0.667,22.94545,63.79999,28.41818,67.52727
76,21/05/2021 22:59:18,2.8275,611.925,0.678,22.95,63.81667,28.43333,67.43333
77,21/05/2021 23:00:18,2.806666,609.5833,0.688,22.91666,63.77501,28.45833,67.55
78,21/05/2021 23:01:18,2.810833,610.6417,0.698,22.90833,63.74167,28.475,67.58333
79,21/05/2021 23:02:18,2.794167,606.8416,0.709,22.90833,63.98333,28.48333,67.41666
80,21/05/2021 23:03:18,2.8075,608.7001,0.719,22.86667,63.89167,28.475,67.6
81,21/05/2021 23:04:18,2.817272,608.6,0.728,22.89091,63.8,28.48182,67.42726
82,21/05/2021 23:05:18,2.839167,608.6667,0.739,22.88333,63.81667,28.50833,67.45
83,21/05/2021 23:06:18,1.656667,355.9333,0.745,22.91666,64.10001,28.5,67.5
