,Log_22052021_012648.csv,,,,,,,
51,22/05/2021 02:17:48,2.985833,651.65,0.38,26.7,65.85833,29.95833,62.90834
52,22/05/2021 02:18:48,2.992727,652.191,0.39,26.69091,65.14545,29.98182,62.89092
53,22/05/2021 02:19:48,2.968333,647.1833,0.401,26.60834,64.12501,30,62.95
54,22/05/2021 02:20:48,2.974167,648.5,0.412,26.575,63.03334,30.025,62.73333
55,22/05/2021 02:21:48,2.970833,648.075,0.423,26.5,61.98334,30.00833,62.84167
56,22/05/2021 02:22:48,1.559167,335.7166,0.429,26.43333,61.28334,30.05,62.83334
57,22/05/2021 02:23:48,0.15,23.82727,0.429,26.4,61.27273,30.07273,62.8
58,22/05/2021 02:24:48,0.15,23.86666,0.43,26.41666,62.75833,30.06667,62.69167
59,22/05/2021 02:25:48,1.295,277.5917,0.434,26.55,64.50001,30.09167,62.66667
60,22/05/2021 02:26:48,2.978333,651.6083,0.445,26.65,65.9,30.10834,62.56667
61,22/05/2021 02:27:48,2.968333,649.7917,0.456,26.68333,65.55,30.1,62.54167
62,22/05/2021 02:28:48,2.954167,646.3,0.467,26.64167,64.6,30.13334,62.40834
63,22/05/2021 02:29:48,2.96909,648.2546,0.477,26.58182,63.55454,30.13637,62.42728
64,22/05/2021 02:30:48,1.085833,231.1917,0.481,26.50833,62.55,30.15833,62.47501
65,22/05/2021 02:31:48,0.15,23.73334,0.482,26.48333,62.55,30.15,62.40001
66,22/05/2021 02:32:48,0.15,23.78333,0.482,26.49167,63.90833,30.15834,62.46667
67,22/05/2021 02:33:48,2.011667,435.0333,0.49,26.59167,65.525,30.19167,62.53334
68,22/05/2021 02:34:48,2.966666,646.1833,0.5,26.68333,66.15,30.19167,62.35834
69,22/05/2021 02:35:48,2.962727,645.7364,0.51,26.67273,65.72727,30.21818,62.30909
70,22/05/2021 02:36:48,2.973333,648.2333,0.522,26.61667,64.51667,30.23334,62.30833
71,22/05/2021 02:37:48,2.9475,642.8834,0.532,26.54167,63.425,30.225,62.23333
72,22/05/2021 02:38:48,1.079166,229.55,0.536,26.45,62.4,30.225,62.25834
73,22/05/2021 02:39:48,0.15,23.85,0.537,26.4,62.30833,30.25,62.225
74,22/05/2021 02:40:48,0.15,23.80833,0.537,26.475,63.65,30.24167,62.03334
75,22/05/2021 02:41:48,1.938182,419.5363,0.544,26.58182,65.23636,30.27272,62.06364
76,22/05/2021 02:42:48,2.953334,644.6417,0.555,26.64167,65.98333,30.29166,62.02501
77,22/05/2021 02:43:48,2.960833,647.1666,0.566,26.64167,65.375,30.30833,62.05
78,22/05/2021 02:44:48,2.966666,648,0.577,26.575,64.40833,30.3,62.04167
79,22/05/2021 02:45:48,1.549167,333.975,0.583,26.49167,63.24167,30.325,61.98333
80,22/05/2021 02:46:48,0.15,23.80909,0.583,26.45454,62.87273,30.30909,61.90909
81,22/05/2021 02:47:48,0.15,23.75,0.584,26.48333,63.79167,30.31666,61.95
82,22/05/2021 02:48:48,1.283333,274.65,0.588,26.55,65.24168,30.34166,62.06667
83,22/05/2021 02:49:48,2.991667,653.6417,0.599,26.66667,66.44167,30.33333,62.05833
84,22/05/2021 02:50:48,2.97,649.6833,0.61,26.68333,66.18333,30.35833,61.99167
85,22/05/2021 02:51:48,2.95,646.55,0.621,26.60834,65.05834,30.34166,61.825
86,22/05/2021 02:52:48,2.961818,648.4091,0.631,26.53637,64.01818,30.38181,61.75454
87,22/05/2021 02:53:48,2.945833,645.9,0.642,26.48333,62.93333,30.39166,61.85834
88,22/05/2021 02:54:48,2.024167,441.3916,0.65,26.45833,62.2,30.39166,61.91667
89,22/05/2021 02:55:48,0.15,23.86666,0.65,26.4,61.88334,30.39166,61.89166
90,22/05/2021 02:56:48,0.15,23.88333,0.65,26.4,62.89166,30.4,61.8
91,22/05/2021 02:57:48,1.3075,273.2833,0.655,26.5,64.73333,30.4,61.84167
92,22/05/2021 02:58:48,2.998182,649.491,0.665,26.60909,65.98181,30.39091,61.89091
93,22/05/2021 02:59:48,2.985833,640.3917,0.675,26.61667,66.11667,30.41666,61.86666
94,22/05/2021 03:00:48,2.9875,639.4833,0.686,26.6,65.18333,30.43333,61.925
95,22/05/2021 03:01:48,2.9825,638.7667,0.697,26.53333,63.95833,30.41666,61.825
96,22/05/2021 03:02:48,2.994167,640.8083,0.708,26.475,62.85833,30.425,61.86666
97,22/05/2021 03:03:49,3,641.5916,0.719,26.39166,62.03334,30.41666,61.75
98,22/05/2021 03:04:48,1.435454,303.7727,0.724,26.31818,61.38182,30.44545,61.73637
99,22/05/2021 03:05:48,0.15,23.675,0.724,26.275,61.51667,30.45833,61.725
100,22/05/2021 03:06:48,0.15,23.78333,0.724,26.31667,63.05834,30.475,61.875
101,22/05/2021 03:07:48,1.735833,363.45,0.73,26.4,64.95,30.43333,61.7
102,22/05/2021 03:08:48,3.006667,644.6833,0.741,26.49167,66.00834,30.475,61.73333
103,22/05/2021 03:09:48,2.999091,643.3727,0.751,26.52727,65.93637,30.49091,61.75454
104,22/05/2021 03:10:49,3.016667,645.2584,0.762,26.49167,65.01666,30.49167,61.7
105,22/05/2021 03:11:49,2.996667,640.4667,0.773,26.40833,63.90001,30.5,61.83333
106,22/05/2021 03:12:49,0.6241667,126.5,0.775,26.34167,62.875,30.50833,61.725
107,22/05/2021 03:13:49,0.15,23.825,0.776,26.30833,62.8,30.51667,61.68333
108,22/05/2021 03:14:49,0.15,23.75,0.776,26.4,64.19167,30.5,61.55833
109,22/05/2021 03:15:49,2.468182,527.8728,0.784,26.5,65.74545,30.50909,61.58182
110,22/05/2021 03:16:49,3.0125,645.9,0.795,26.575,66.41666,30.525,61.61667
111,22/05/2021 03:17:49,2.991667,643.0667,0.806,26.55833,65.80833,30.54167,61.59167
112,22/05/2021 03:18:49,2.978333,641.3417,0.817,26.45833,64.62499,30.53333,61.66666
113,22/05/2021 03:19:49,2.9825,642.325,0.828,26.4,63.575,30.53333,61.65833
114,22/05/2021 03:20:49,2.039166,436.5667,0.835,26.3,62.475,30.525,61.58333
115,22/05/2021 03:21:49,0.15,23.79091,0.836,26.20909,61.83637,30.58182,61.46364
116,22/05/2021 03:22:49,0.15,23.81667,0.836,26.21667,62.60834,30.55,61.61667
117,22/05/2021 03:23:49,1.070833,220.15,0.839,26.31667,64.6,30.56667,61.60001
118,22/05/2021 03:24:49,3.006667,649.1251,0.85,26.39166,65.89999,30.575,61.54168
119,22/05/2021 03:25:49,2.983333,644.35,0.861,26.38333,65.65833,30.575,61.61666
120,22/05/2021 03:26:49,2.975833,643.3833,0.872,26.25834,64.70834,30.59167,61.725
121,22/05/2021 03:27:49,1.172727,248.4182,0.876,26.18182,63.42727,30.54546,61.57273
122,22/05/2021 03:28:49,0.15,24.03333,0.876,26.10834,63.19167,30.56667,61.58333
123,22/05/2021 03:29:49,0.15,23.90833,0.877,26.16667,64.35,30.575,61.67501
124,22/05/2021 03:30:49,2.0275,430.8916,0.883,26.26666,65.775,30.575,61.63333
125,22/05/2021 03:31:49,2.958334,641.9417,0.894,26.35,66.70832,30.55833,61.7
126,22/05/2021 03:32:49,2.959091,642.4455,0.904,26.32727,66.06363,30.59091,61.52728
127,22/05/2021 03:33:49,2.955,641.3334,0.915,26.24167,64.95,30.58334,61.52499
128,22/05/2021 03:34:49,2.256667,487.875,0.924,26.14167,63.65833,30.575,61.575
129,22/05/2021 03:35:49,0.15,23.90833,0.924,26.08334,62.90833,30.6,61.40834
130,22/05/2021 03:36:49,0.1025,17.125,0.925,26.09167,63.55,30.56667,61.49166
