,Log_21052021_141930.csv,,,,,,,
51,21/05/2021 15:10:30,0.345,72.40833,0.15,27.31667,72.8,30.00833,63.92501
52,21/05/2021 15:11:30,3.067272,658.7272,0.16,27.34545,73.30909,30.04545,63.72728
53,21/05/2021 15:12:30,2.279167,490.5083,0.168,27.25834,72.45,30.01667,63.60833
54,21/05/2021 15:13:30,0.18,37.58334,0.169,27.09167,70.925,30.025,63.50834
55,21/05/2021 15:14:30,0.18,37.73333,0.169,27.03333,70.49167,30.025,63.65834
56,21/05/2021 15:15:30,0.18,37.73333,0.17,27.06667,70.70834,30.05,63.77501
57,21/05/2021 15:16:30,0.18,37.65834,0.171,27.10834,71.22501,30.05833,63.5
58,21/05/2021 15:17:30,0.18,37.65455,0.171,27.17273,72.03635,30.05455,63.61819
59,21/05/2021 15:18:30,0.37,72.825,0.172,27.25,72.775,30.08334,63.59167
60,21/05/2021 15:19:30,3.046666,655.5333,0.183,27.325,73.16666,30.1,63.55
61,21/05/2021 15:20:30,1.629167,350.4167,0.189,27.25,72.55833,30.10834,63.625
62,21/05/2021 15:21:30,0.18,37.66667,0.19,27.14167,71.2,30.11667,63.55833
63,21/05/2021 15:22:30,0.18,37.81667,0.19,27.1,70.925,30.125,63.44167
64,21/05/2021 15:23:30,0.18,37.85455,0.191,27.13637,71.16364,30.13637,63.56364
65,21/05/2021 15:24:30,0.1366667,29.13333,0.191,27.16667,71.54166,30.12501,63.5
66,21/05/2021 15:25:30,0,2.908333,0.191,27.23333,72.18333,30.16667,63.49167
67,21/05/2021 15:26:30,0,2.9,0.192,27.34167,72.55833,30.15833,63.45
68,21/05/2021 15:27:30,0,2.891666,0.192,27.45833,72.85,30.175,63.5
69,21/05/2021 15:28:30,0,2.9,0.192,27.6,73.24546,30.18182,63.34546
70,21/05/2021 15:29:30,0,2.891666,0.192,27.65833,73.45834,30.18333,63.60001
71,21/05/2021 15:30:30,0,2.908333,0.192,27.7,73.3,30.18334,63.375
72,21/05/2021 15:31:30,0,2.9,0.192,27.775,73.43333,30.2,63.45834
