,Log_22052021_011415.csv,,,,,,,
51,22/05/2021 02:05:16,2.029166,288.3167,0.354,24.625,65.71667,29.525,68.25001
52,22/05/2021 02:06:16,2.015,285.975,0.359,24.63334,65.79166,29.53333,68.05
53,22/05/2021 02:07:16,2.030909,288.1364,0.363,24.64545,65.91818,29.51818,67.77273
54,22/05/2021 02:08:16,2.025833,287.45,0.368,24.65,65.99167,29.45833,67.7
55,22/05/2021 02:09:16,2.0125,286.6083,0.373,24.65833,65.95834,29.45,67.65
56,22/05/2021 02:10:16,1.998333,285.7417,0.378,24.675,65.93333,29.45,67.65833
57,22/05/2021 02:11:16,1.994166,286.175,0.383,24.66667,65.99999,29.44167,67.56667
58,22/05/2021 02:12:16,2.441667,339.1667,0.389,24.675,66.025,29.40833,67.53333
59,22/05/2021 02:13:16,2.706363,370.3,0.395,24.69091,66,29.4,67.42728
60,22/05/2021 02:14:16,2.701667,370.375,0.401,24.7,65.74167,29.40833,67.55
61,22/05/2021 02:15:16,2.685834,367.7334,0.407,24.625,65.35001,29.40833,67.7
62,22/05/2021 02:16:16,2.69,367.7166,0.414,24.51667,65.18333,29.4,67.76666
63,22/05/2021 02:17:16,2.71,371.8167,0.42,24.49167,64.95,29.375,67.86666
64,22/05/2021 02:18:16,2.6975,370.1333,0.426,24.45833,64.78333,29.45,67.98334
65,22/05/2021 02:19:16,2.698182,369.7727,0.432,24.39091,64.42727,29.47272,67.7909
66,22/05/2021 02:20:16,2.729166,372.1333,0.439,24.40833,64.63334,29.46667,67.71667
67,22/05/2021 02:21:16,2.734166,370.85,0.445,24.4,64.525,29.5,67.85833
68,22/05/2021 02:22:16,2.7225,370.7333,0.451,24.38333,64.33334,29.46667,68.14999
69,22/05/2021 02:23:16,2.74,373.0999,0.458,24.4,64.40833,29.50833,68.00834
70,22/05/2021 02:24:16,2.7325,372.1667,0.464,24.375,64.29167,29.51667,67.53333
71,22/05/2021 02:25:16,2.691818,367.9818,0.47,24.33636,64.1091,29.50909,67.46363
72,22/05/2021 02:26:16,2.679167,367.775,0.476,24.29167,64.11667,29.5,67.31667
73,22/05/2021 02:27:16,2.6875,369.1167,0.483,24.3,64.025,29.46667,67.4
74,22/05/2021 02:28:16,2.705833,370.5083,0.489,24.25,63.86667,29.45,67.23333
75,22/05/2021 02:29:16,2.7175,370.875,0.496,24.23334,63.95,29.45,67.44166
76,22/05/2021 02:30:16,2.703636,369.3909,0.501,24.2,63.9,29.49091,67.47272
77,22/05/2021 02:31:16,2.71,369.5667,0.508,24.18333,63.96667,29.51667,67.56666
78,22/05/2021 02:32:16,2.464167,341.9167,0.514,24.125,63.74166,29.5,67.40833
79,22/05/2021 02:33:16,2.025,289.7167,0.519,24.08334,63.69167,29.45833,67.58333
80,22/05/2021 02:34:16,2.026667,289.2667,0.524,24.09167,63.675,29.48333,67.68333
81,22/05/2021 02:35:16,2.03,289.2,0.529,24.075,63.95,29.475,67.575
82,22/05/2021 02:36:16,2.056364,292.0727,0.533,24.09091,64.12727,29.45455,67.60909
83,22/05/2021 02:37:16,2.034167,288.675,0.538,24.09167,64.43333,29.46667,67.59167
84,22/05/2021 02:38:16,2.029167,288.7333,0.543,24.16667,64.56667,29.5,67.61667
85,22/05/2021 02:39:16,2.029167,288.6917,0.548,24.19167,64.71667,29.45,67.625
86,22/05/2021 02:40:16,2.029167,288.65,0.553,24.19167,64.75834,29.46667,67.85834
87,22/05/2021 02:41:16,2.034167,290.2583,0.558,24.2,64.81666,29.46667,67.76666
88,22/05/2021 02:42:16,2.042727,289.3909,0.563,24.2,65.00001,29.46363,67.73636
89,22/05/2021 02:43:16,2.025,287.6333,0.568,24.2,64.975,29.475,67.96667
90,22/05/2021 02:44:16,2.034167,288.5167,0.573,24.20833,65.16666,29.45,67.95
91,22/05/2021 02:45:16,2.038333,287.175,0.578,24.20833,65.1,29.44167,67.95834
92,22/05/2021 02:46:16,2.0575,286.625,0.583,24.21667,65.1,29.43333,68.15833
93,22/05/2021 02:47:16,2.065833,287.2333,0.587,24.23334,65.025,29.425,67.99999
94,22/05/2021 02:48:16,2.079091,288.8545,0.592,24.23636,65.20908,29.40909,67.91818
95,22/05/2021 02:49:16,2.085833,289.075,0.597,24.225,65.2,29.4,68.00001
96,22/05/2021 02:50:16,2.069167,287.5916,0.602,24.20833,65.13333,29.39166,68.24167
97,22/05/2021 02:51:16,2.0675,287.8417,0.607,24.23334,65.33334,29.39166,68.26667
98,22/05/2021 02:52:16,2.0425,286.3833,0.612,24.23334,65.15833,29.41667,68.28333
99,22/05/2021 02:53:16,2.053333,287.3667,0.617,24.23334,65.35833,29.4,68.10001
100,22/05/2021 02:54:16,2.056363,287.8455,0.621,24.21818,65.33636,29.39091,68.18181
101,22/05/2021 02:55:16,2.078333,289.4667,0.626,24.20833,65.45834,29.43333,68.35
102,22/05/2021 02:56:16,2.064166,287.6917,0.631,24.20833,65.29166,29.38333,68.33332
103,22/05/2021 02:57:16,2.065833,287.4583,0.636,24.2,65.38334,29.38333,68.325
104,22/05/2021 02:58:16,2.073333,287.9583,0.641,24.16667,65.36667,29.33333,68.43333
105,22/05/2021 02:59:16,2.050833,287.3417,0.646,24.16667,65.41667,29.34166,68.51667
106,22/05/2021 03:00:16,2.041818,286.1909,0.651,24.13636,65.64545,29.30909,68.58182
107,22/05/2021 03:01:16,2.04,286.1583,0.656,24.15833,65.55,29.29166,68.3
108,22/05/2021 03:02:16,2.2175,347.625,0.662,24.15833,65.69167,29.3,68.65833
109,22/05/2021 03:03:16,3.375,702.8167,0.674,24.14167,65.50832,29.31666,68.45834
110,22/05/2021 03:04:16,2.443333,460.3417,0.682,24.03333,64.70834,29.39166,68.375
111,22/05/2021 03:05:16,2.051666,289.7833,0.687,23.9,63.98333,29.4,68.26667
112,22/05/2021 03:06:16,2.038182,288.2636,0.691,23.8,63.79091,29.38182,68.34545
113,22/05/2021 03:07:16,2.035,288.1417,0.696,23.825,64.075,29.4,68.54166
114,22/05/2021 03:08:16,2.034167,287.125,0.701,23.85833,64.40834,29.39166,68.41666
115,22/05/2021 03:09:16,2.065,290.8916,0.706,23.90833,64.7,29.375,68.49167
116,22/05/2021 03:10:16,2.688334,365.6083,0.712,23.91666,65.00834,29.33333,68.49167
117,22/05/2021 03:11:16,2.720834,367.8417,0.719,23.925,65.04167,29.325,68.34167
118,22/05/2021 03:12:16,2.683636,363.5727,0.725,23.89091,64.99091,29.34545,68.31818
119,22/05/2021 03:13:16,2.046667,288.5333,0.73,23.9,64.86667,29.33333,68.36666
120,22/05/2021 03:14:16,2.043333,288.85,0.735,23.9,64.86666,29.34167,68.375
121,22/05/2021 03:15:16,2.035,288.1917,0.739,23.95,65.03333,29.30833,68.41666
122,22/05/2021 03:16:16,2.026667,287.65,0.744,24,65.225,29.28333,68.64167
123,22/05/2021 03:17:16,2.021667,286.1167,0.749,24.05834,65.50832,29.28333,68.51666
124,22/05/2021 03:18:16,2.024545,286.0182,0.754,24.02728,65.5,29.27273,68.6
125,22/05/2021 03:19:16,2.0275,287.125,0.759,24.075,65.50833,29.28333,68.46667
126,22/05/2021 03:20:16,2.031667,287.1416,0.764,24.1,65.775,29.26666,68.46667
127,22/05/2021 03:21:16,2.030833,286.6167,0.769,24.15,65.81667,29.24167,68.51667
128,22/05/2021 03:22:16,2.008333,285.6,0.774,24.19167,65.75833,29.20834,68.46667
129,22/05/2021 03:23:16,1.705833,242.4,0.778,24.175,65.83334,29.24167,68.70834
130,22/05/2021 03:24:16,0.31,25.30001,0.778,24.32727,66.55454,29.24545,68.75455
131,22/05/2021 03:25:16,0.25,2.675,0.778,24.68333,67.97501,29.23334,68.775
