,Log_21052021_140939.csv,,,,,,,
51,21/05/2021 15:00:39,2.134167,359.5583,0.142,25.34167,81.675,29.49167,71.575
52,21/05/2021 15:01:39,2.044545,292.0818,0.146,24.79091,79.76363,29.54545,71.45454
53,21/05/2021 15:02:39,2.04,291.3833,0.151,24.38333,77.29166,29.55,71.3
54,21/05/2021 15:03:39,0.8383332,129.6667,0.154,24,74.85833,29.60834,71.2
55,21/05/2021 15:04:39,0.2375,32.26667,0.154,23.825,73.31666,29.56667,71.29166
56,21/05/2021 15:05:39,0.2358333,31.65833,0.155,23.91667,73.44167,29.56667,71.225
57,21/05/2021 15:06:39,0.2366667,31.55833,0.155,24.075,73.95834,29.48333,71.35
58,21/05/2021 15:07:39,0.2381818,32.34546,0.156,24.29091,74.82728,29.48182,71.1091
59,21/05/2021 15:08:39,0.2366667,31.78333,0.156,24.53333,75.6,29.48333,71.175
60,21/05/2021 15:09:39,0.2341667,31.46667,0.157,24.73333,76.61668,29.45833,71.23334
61,21/05/2021 15:10:39,0.2366667,32.13334,0.157,24.93333,77.79166,29.40833,70.91667
62,21/05/2021 15:11:39,0.2358333,31.76666,0.158,25.11667,78.58334,29.4,71.2
63,21/05/2021 15:12:39,0.2333333,31.425,0.159,25.25,79.23335,29.39166,71.41667
64,21/05/2021 15:13:39,0.2372727,32.02727,0.159,25.38182,80.18182,29.36363,71.26364
65,21/05/2021 15:14:39,0.2375,31.7,0.16,25.53333,80.81667,29.36666,71.4
66,21/05/2021 15:15:39,0.2325,31.175,0.16,25.65833,81.675,29.375,71.55833
67,21/05/2021 15:16:39,0.2458333,17.95833,0.16,25.75833,82.15,29.35833,71.62501
68,21/05/2021 15:17:39,0.25,2.625,0.161,25.9,82.68333,29.4,71.35834
69,21/05/2021 15:18:39,0.25,2.65,0.161,26.00833,83.25,29.36666,71.55833
